1	146	1
1	961	2
1	2558	3
1	268	4
1	411	5
1	1556	6
1	2301	7
1	2165	8
1	504	9
1	528	10
2	423	11
2	2266	12
2	2039	13
2	2162	14
2	1317	15
2	2155	16
2	758	17
2	1675	18
2	1751	19
2	588	20
3	1348	21
3	1496	22
3	1439	23
3	1356	24
3	82	25
3	1227	26
3	188	27
3	1717	28
3	2117	29
3	1638	30
4	2039	31
4	1317	32
4	2162	33
4	588	34
4	2266	35
4	1751	36
4	2155	37
4	1675	38
4	423	39
4	758	40
5	2510	41
5	419	42
5	1189	43
5	1483	44
5	1276	45
5	1062	46
5	1350	47
5	610	48
5	1075	49
5	1824	50
6	149	51
6	856	52
6	1065	53
6	713	54
6	1011	55
6	47	56
6	947	57
6	1050	58
6	936	59
6	1804	60
7	1638	61
7	1439	62
7	1717	63
7	188	64
7	1227	65
7	1348	66
7	1356	67
7	2117	68
7	82	69
7	616	70
8	2546	71
8	1300	72
8	120	73
8	1829	74
8	211	75
8	2064	76
8	2177	77
8	1276	78
8	230	79
8	2019	80
9	1051	81
9	2136	82
9	926	83
9	1772	84
9	392	85
9	2192	86
9	616	87
9	2149	88
9	17	89
9	69	90
10	873	91
10	538	92
10	42	93
10	214	94
10	2188	95
10	1516	96
10	618	97
10	2542	98
10	1470	99
10	1866	100
11	505	101
11	884	102
11	947	103
11	732	104
11	114	105
11	1408	106
11	1308	107
11	1153	108
11	568	109
11	1058	110
12	979	111
12	1575	112
12	1357	113
12	1999	114
12	1418	115
12	2067	116
12	563	117
12	1276	118
12	404	119
12	1425	120
13	1455	121
13	2494	122
13	470	123
13	616	124
13	1217	125
13	690	126
13	1257	127
13	893	128
13	180	129
13	2040	130
14	159	131
14	1556	132
14	528	133
14	411	134
14	146	135
14	2165	136
14	961	137
14	2301	138
14	504	139
14	268	140
15	936	141
15	1011	142
15	1211	143
15	1804	144
15	47	145
15	713	146
15	1065	147
15	149	148
15	856	149
15	1050	150
16	2255	151
16	1122	152
16	2327	153
16	1446	154
16	1329	155
16	618	156
16	76	157
16	2107	158
16	510	159
16	1459	160
17	1439	161
17	1348	162
17	1356	163
17	2117	164
17	1638	165
17	1227	166
17	82	167
17	1496	168
17	188	169
17	1717	170
18	1327	171
18	405	172
18	780	173
18	1496	174
18	553	175
18	1903	176
18	1984	177
18	1940	178
18	2244	179
18	556	180
19	1956	181
19	899	182
19	367	183
19	613	184
19	495	185
19	2164	186
19	820	187
19	1403	188
19	356	189
19	1889	190
20	1455	191
20	1257	192
20	2040	193
20	2494	194
20	470	195
20	819	196
20	893	197
20	180	198
20	690	199
20	1217	200
21	1804	201
21	713	202
21	47	203
21	618	204
21	1011	205
21	1050	206
21	149	207
21	1065	208
21	856	209
21	936	210
22	590	211
22	2478	212
22	947	213
22	1436	214
22	808	215
22	135	216
22	1589	217
22	1299	218
22	1748	219
22	770	220
2	2331	221
2	1146	222
2	1098	223
2	193	224
2	1209	225
2	1462	226
2	206	227
2	494	228
2	2525	229
2	616	230
4	1348	231
4	2117	232
4	1227	233
4	188	234
4	82	235
4	1439	236
4	1717	237
4	1496	238
4	1638	239
4	1356	240
23	856	241
23	1804	242
23	2558	243
23	936	244
23	1065	245
23	1050	246
23	149	247
23	713	248
23	1011	249
23	47	250
24	2064	251
24	230	252
24	120	253
24	2177	254
24	1300	255
24	2019	256
24	1829	257
24	819	258
24	211	259
24	2546	260
25	1470	261
25	538	262
25	2188	263
25	873	264
25	1516	265
25	214	266
25	42	267
25	2542	268
25	1276	269
25	1866	270
9	1462	271
9	1276	272
9	193	273
9	494	274
9	2525	275
9	206	276
9	2331	277
9	1098	278
9	1146	279
9	1209	280
26	1308	281
26	732	282
26	1408	283
26	2558	284
26	568	285
26	1153	286
26	505	287
26	884	288
26	114	289
26	1058	290
12	1349	291
12	2040	292
12	470	293
12	1455	294
12	180	295
12	893	296
12	1217	297
12	2494	298
12	690	299
12	1257	300
27	1243	301
27	1119	302
27	1667	303
27	673	304
27	963	305
27	2394	306
27	1780	307
27	618	308
27	1256	309
27	975	310
28	464	311
28	524	312
28	874	313
28	2284	314
28	2208	315
28	692	316
28	1709	317
28	1883	318
28	2449	319
28	2335	320
29	1436	321
29	1299	322
29	135	323
29	590	324
29	1589	325
29	1349	326
29	808	327
29	2478	328
29	1748	329
29	770	330
30	1327	331
30	1940	332
30	556	333
30	780	334
30	1903	335
30	405	336
30	2244	337
30	553	338
30	1211	339
30	1984	340
7	411	341
7	1349	342
7	2165	343
7	2301	344
7	1556	345
7	268	346
7	504	347
7	146	348
7	961	349
7	528	350
17	1300	351
17	120	352
17	230	353
17	211	354
17	2177	355
17	616	356
17	2546	357
17	1829	358
17	2064	359
17	2019	360
3	1276	361
3	464	362
3	2208	363
3	1883	364
3	2449	365
3	874	366
3	2335	367
3	2284	368
3	1709	369
3	524	370
4	2284	371
4	2449	372
4	874	373
4	464	374
4	159	375
4	524	376
4	2335	377
4	1883	378
4	2208	379
4	1709	380
31	1248	381
31	1574	382
31	900	383
31	578	384
31	2044	385
31	1784	386
31	1429	387
31	1109	388
31	1211	389
31	1926	390
2	528	391
2	268	392
2	2301	393
2	2165	394
2	146	395
2	504	396
2	411	397
2	159	398
2	1556	399
2	961	400
13	114	401
13	1308	402
13	1408	403
13	884	404
13	1349	405
13	1058	406
13	1153	407
13	505	408
13	732	409
13	568	410
12	538	411
12	1516	412
12	873	413
12	214	414
12	42	415
12	159	416
12	2188	417
12	1866	418
12	2542	419
12	1470	420
32	1312	421
32	1048	422
32	876	423
32	859	424
32	1968	425
32	1276	426
32	130	427
32	1958	428
32	261	429
32	1332	430
33	1403	431
33	1956	432
33	1889	433
33	820	434
33	899	435
33	356	436
33	613	437
33	2164	438
33	616	439
33	367	440
16	2046	441
16	1197	442
16	498	443
16	1160	444
16	2144	445
16	1059	446
16	158	447
16	1637	448
16	819	449
16	721	450
1	2126	451
1	1567	452
1	692	453
1	1456	454
1	704	455
1	2029	456
1	2358	457
1	1035	458
1	2194	459
1	680	460
2	1589	461
2	808	462
2	135	463
2	590	464
2	1748	465
2	1349	466
2	1299	467
2	2478	468
2	770	469
2	1436	470
7	1153	471
7	114	472
7	1408	473
7	618	474
7	568	475
7	1058	476
7	732	477
7	505	478
7	884	479
7	1308	480
34	677	481
34	486	482
34	1246	483
34	473	484
34	2080	485
34	1072	486
34	344	487
34	1444	488
34	819	489
34	803	490
6	1129	491
6	854	492
6	776	493
6	686	494
6	1010	495
6	1090	496
6	1349	497
6	1104	498
6	1630	499
6	1981	500
15	1429	501
15	578	502
15	1248	503
15	1109	504
15	900	505
15	1926	506
15	1574	507
15	2044	508
15	1784	509
15	692	510
23	1059	511
23	819	512
23	1197	513
23	1637	514
23	2144	515
23	158	516
23	2046	517
23	721	518
23	498	519
23	1160	520
28	1	521
28	1328	522
28	2307	523
28	1396	524
28	115	525
28	1064	526
28	527	527
28	2345	528
28	1407	529
28	37	530
21	1169	531
21	1479	532
21	1645	533
21	454	534
21	2297	535
21	1604	536
21	1176	537
21	343	538
21	1349	539
21	2036	540
4	2307	541
4	2345	542
4	1328	543
4	115	544
4	616	545
4	1064	546
4	1396	547
4	37	548
4	527	549
4	1407	550
3	820	551
3	1889	552
3	616	553
3	367	554
3	613	555
3	1956	556
3	356	557
3	2164	558
3	1403	559
3	899	560
25	721	561
25	158	562
25	1160	563
25	616	564
25	1059	565
25	1637	566
25	2144	567
25	1197	568
25	2046	569
25	498	570
35	1288	571
35	502	572
35	1349	573
35	2509	574
35	186	575
35	623	576
35	2407	577
35	2265	578
35	255	579
35	483	580
12	2177	581
12	2546	582
12	230	583
12	2064	584
12	211	585
12	1211	586
12	120	587
12	1300	588
12	2019	589
12	1829	590
14	1063	591
14	1454	592
14	1828	593
14	1089	594
14	2217	595
14	2154	596
14	830	597
14	1304	598
14	809	599
14	819	600
10	780	601
10	556	602
10	1903	603
10	2244	604
10	1940	605
10	1984	606
10	947	607
10	553	608
10	1327	609
10	405	610
22	809	611
22	2217	612
22	1349	613
22	1089	614
22	1454	615
22	1828	616
22	1063	617
22	1304	618
22	2154	619
22	830	620
36	1034	621
36	336	622
36	292	623
36	577	624
36	1615	625
36	692	626
36	2446	627
36	839	628
36	812	629
36	2508	630
2	498	631
2	1211	632
2	1197	633
2	2144	634
2	1637	635
2	1160	636
2	1059	637
2	2046	638
2	721	639
2	158	640
26	2407	641
26	623	642
26	1288	643
26	186	644
26	483	645
26	495	646
26	502	647
26	2265	648
26	2509	649
26	255	650
37	680	651
37	2194	652
37	1035	653
37	1276	654
37	1456	655
37	2126	656
37	704	657
37	2358	658
37	2029	659
37	1567	660
11	2029	661
11	704	662
11	680	663
11	1035	664
11	618	665
11	2358	666
11	1567	667
11	2126	668
11	2194	669
11	1456	670
7	115	671
7	947	672
7	1407	673
7	2345	674
7	1396	675
7	1064	676
7	37	677
7	2307	678
7	1328	679
7	527	680
13	673	681
13	2558	682
13	2394	683
13	975	684
13	1667	685
13	963	686
13	1256	687
13	1119	688
13	1243	689
13	1780	690
24	448	691
24	232	692
24	291	693
24	239	694
24	2558	695
24	1723	696
24	305	697
24	1744	698
24	73	699
24	1171	700
12	553	701
12	1903	702
12	1940	703
12	2244	704
12	780	705
12	556	706
12	2558	707
12	1984	708
12	1327	709
12	405	710
17	623	711
17	483	712
17	2509	713
17	2265	714
17	186	715
17	502	716
17	255	717
17	1288	718
17	2407	719
17	1349	720
23	913	721
23	609	722
23	1338	723
23	931	724
23	692	725
23	1375	726
23	2143	727
23	1086	728
23	44	729
23	2390	730
2	1338	731
2	1375	732
2	44	733
2	931	734
2	913	735
2	609	736
2	2390	737
2	2143	738
2	2558	739
2	1086	740
25	963	741
25	2394	742
25	975	743
25	1256	744
25	1119	745
25	819	746
25	1667	747
25	673	748
25	1243	749
25	1780	750
16	1134	751
16	2347	752
16	1602	753
16	21	754
16	513	755
16	8	756
16	1347	757
16	1	758
16	840	759
16	331	760
3	186	761
3	947	762
3	255	763
3	1288	764
3	502	765
3	2265	766
3	483	767
3	2509	768
3	623	769
3	2407	770
33	159	771
33	1723	772
33	305	773
33	448	774
33	232	775
33	73	776
33	291	777
33	239	778
33	1744	779
33	1171	780
19	665	781
19	1266	782
19	1298	783
19	2403	784
19	843	785
19	390	786
19	1548	787
19	1835	788
19	1768	789
19	588	790
38	2377	791
38	1211	792
38	823	793
38	2470	794
38	154	795
38	2324	796
38	2343	797
38	2385	798
38	607	799
38	1091	800
4	1604	801
4	1176	802
4	454	803
4	2297	804
4	1645	805
4	1169	806
4	1	807
4	1479	808
4	2036	809
4	343	810
28	1171	811
28	1744	812
28	588	813
28	232	814
28	239	815
28	1723	816
28	305	817
28	73	818
28	291	819
28	448	820
39	947	821
39	454	822
39	1479	823
39	2297	824
39	2036	825
39	1176	826
39	1604	827
39	343	828
39	1645	829
39	1169	830
7	305	831
7	291	832
7	495	833
7	73	834
7	1744	835
7	232	836
7	1171	837
7	239	838
7	448	839
7	1723	840
30	1090	841
30	686	842
30	1981	843
30	776	844
30	1630	845
30	854	846
30	588	847
30	1104	848
30	1010	849
30	1129	850
40	343	851
40	1	852
40	2297	853
40	454	854
40	1604	855
40	1645	856
40	1479	857
40	2036	858
40	1169	859
40	1176	860
10	400	861
10	1941	862
10	141	863
10	741	864
10	406	865
10	1400	866
10	1173	867
10	1797	868
10	616	869
10	164	870
12	1454	871
12	2217	872
12	616	873
12	2154	874
12	1089	875
12	830	876
12	1304	877
12	1828	878
12	1063	879
12	809	880
18	1500	881
18	1777	882
18	672	883
18	1705	884
18	161	885
18	1531	886
18	207	887
18	1042	888
18	2223	889
18	1211	890
23	680	891
23	1567	892
23	2126	893
23	704	894
23	2194	895
23	1047	896
23	1456	897
23	1035	898
23	2358	899
23	2029	900
41	1691	901
41	855	902
41	2002	903
41	493	904
41	72	905
41	582	906
41	1415	907
41	2190	908
41	1496	909
41	599	910
42	164	911
42	741	912
42	400	913
42	406	914
42	1400	915
42	1496	916
42	1797	917
42	1941	918
42	1173	919
42	141	920
2	1304	921
2	2217	922
2	830	923
2	1063	924
2	809	925
2	1828	926
2	1454	927
2	1089	928
2	1047	929
2	2154	930
17	1415	931
17	2002	932
17	493	933
17	1047	934
17	599	935
17	855	936
17	2190	937
17	72	938
17	1691	939
17	582	940
3	1090	941
3	854	942
3	1010	943
3	1981	944
3	1630	945
3	1104	946
3	776	947
3	686	948
3	692	949
3	1129	950
24	1824	951
24	1483	952
24	1350	953
24	419	954
24	1075	955
24	2510	956
24	1062	957
24	495	958
24	1189	959
24	610	960
33	1981	961
33	1630	962
33	686	963
33	1104	964
33	1129	965
33	1010	966
33	1090	967
33	776	968
33	588	969
33	854	970
35	400	971
35	1941	972
35	159	973
35	1797	974
35	1400	975
35	141	976
35	164	977
35	741	978
35	406	979
35	1173	980
28	2002	981
28	599	982
28	72	983
28	582	984
28	1349	985
28	493	986
28	1691	987
28	2190	988
28	1415	989
28	855	990
27	1400	991
27	141	992
27	164	993
27	1173	994
27	741	995
27	1276	996
27	1797	997
27	400	998
27	406	999
27	1941	1000
7	1429	1001
7	2044	1002
7	1926	1003
7	1248	1004
7	2558	1005
7	578	1006
7	1784	1007
7	900	1008
7	1574	1009
7	1109	1010
43	1848	1011
43	1750	1012
43	1214	1013
43	1791	1014
43	947	1015
43	185	1016
43	477	1017
43	558	1018
43	364	1019
43	2112	1020
25	1784	1021
25	1926	1022
